,,,,,,,uk_UA,ru_RU,en_US
922,932,956,959,,,,Індексні картки,Картотечные карточки,Index Cards
922,932,956,961,,,,Зошити та блокноти,Блокноты,Notebooks & Notepads
922,932,956,962,,,,Папір для принтера та копірки,Бумага для принтеров и копировальной техники,Printer & Copier Paper
922,932,956,1513,,,,Обкладинковий папір,Обложечная бумага,Cover Paper
922,932,956,2658,,,,Папір для папок,Переплетная бумага,Binder Paper
922,932,956,2689,,,,Липкі записки,Стикеры,Sticky Notes
922,932,956,3457,,,,Канцелярські товари,Почтовая бумага,Stationery
922,932,956,3871,,,,Поштові листівки,Почтовые открытки,Post Cards
922,932,956,5264,,,,Пусті ID-картки,Чистые идентификационные карты,Blank ID Cards
922,932,956,5918,,,,Бізнес-форми та квитанції,Бланки и квитанции,Business Forms & Receipts
922,932,956,5919,,,,Папір для касових апаратів та додавальних машин,Бумага для чеков и счётных машин в рулонах,Receipt & Adding Machine Paper Rolls
922,932,956,6930,,,,Чеки,Чеки,Checks
922,932,960,,,,,Етикетки та бирки,Ярлыки и этикетки,Labels & Tags
922,932,960,4117,,,,Теги для відправки,Транспортные бирки,Shipping Tags
922,932,960,4137,,,,Кліпси для етикеток,Зажимы с ярлыками,Label Clips
922,932,960,4154,,,,Вкладки для папок,Ярлыки для папок,Folder Tabs
922,932,960,4200,,,,Етикетки для відправки,Транспортные этикетки,Shipping Labels
922,932,960,4377,,,,Адресні етикетки,Адресные бирки,Address Labels
922,932,960,5502,,,,Стрічки для етикеток та запасні рулони,Этикеточная лента и сменные рулоны,Label Tapes & Refill Rolls
922,932,2591,,,,,"Коригувальні рідини, ручки та стрічки","Корректирующие жидкости, ручки и ленты","Correction Fluids, Pens & Tapes"
922,932,2591,543618,,,,Коригувальні рідини,Корректирующие жидкости,Correction Fluids
922,932,2591,543619,,,,Коригувальні стрічки,Корректирующие ленты,Correction Tapes
922,932,2591,543620,,,,Коригувальні ручки,Корректирующие ручки,Correction Pens
922,932,6319,,,,,Латунні кріплення,Зажимы для бумаги,Brass Fasteners
922,932,8015,,,,,"Ламінувальна плівка, кишені та аркуші","Плёнка, пакеты и файлы для ламинирования","Laminating Film, Pouches & Sheets"
922,932,505805,,,,,Монтажна липка маса,Канцелярский пластилин,Mounting Putty
922,950,,,,,,Офісне обладнання,Офисное оборудование,Office Equipment
